"key","Genres","IMDbRating","IMDbVotes","MovieDirector","MoviePoster","MoviePosterSrc","MovieTitle","ReleasedYear","Runtime","Seeds","URL","UploadedTime","Uploader","YTSLikes"
"","Action / Comedy / Crime / Sport","5.3","45328","Robert Ben Garant","
            ","https://img.yts.mx/assets/images/movies/balls_of_fury_2007/medium-cover.jpg","Balls of Fury","2007","1hr30min","null","https://yts.mx/movies/balls-of-fury-2007","July 01, 2019 at 06:02 AM","FREEMAN","27"
"","Action / Comedy / Drama / Romance","7.1","11572","Fernando Trueba","
            ","https://img.yts.mx/assets/images/movies/belle_epoque_1992/medium-cover.jpg","Belle Epoque","1992 ","1hr49min","null","https://yts.mx/movies/belle-epoque-1992","February 26, 2018 at 05:06 AM","FREEMAN","20"
"","Action / Drama / History","7.2","8253","Dmitriy Kiselev","
            ","https://img.yts.mx/assets/images/movies/spacewalk_2017/medium-cover.jpg","Spacewalk","2017 ","2hr17min","null","https://yts.mx/movies/spacewalk-2017","January 09, 2021 at 01:33 AM","FREEMAN","10"
"","Action / Crime / Thriller","7.6","253698","Troy Duffy","
            ","https://img.yts.mx/assets/images/movies/The_Boondock_Saints_1999/medium-cover.jpg","The Boondock Saints","1999","1hr48min","null","https://yts.mx/movies/the-boondock-saints-1999","May 11, 2012 at 04:44 PM","OTTO","83"
"","Action / Adventure / Horror / Mystery / Sci-Fi / Thriller","6.2","26092","Derek Lee","
            ","https://img.yts.mx/assets/images/movies/Afflicted_2013/medium-cover.jpg","Afflicted","2013","1hr25min","null","https://yts.mx/movies/afflicted-2013","March 16, 2021 at 02:55 AM","OTTO","11"
"","Action / Comedy / Romance","5.5","1286","Ale McHaddo","
            ","https://img.yts.mx/assets/images/movies/just_short_of_perfect_2021/medium-cover.jpg","Just Short of Perfect","2021 ","1hr34min","null","https://yts.mx/movies/just-short-of-perfect-2021","November 18, 2021 at 01:28 PM","FREEMAN","2"
"","Action / Drama / Romance","5.6","28926","Joan Chen","
            ","https://img.yts.mx/assets/images/movies/autumn_in_new_york_2000/medium-cover.jpg","Autumn in New York","2000","1hr43min","null","https://yts.mx/movies/autumn-in-new-york-2000","March 28, 2019 at 09:35 PM","FREEMAN","34"
"","Action / Drama / Horror / Mystery / Thriller","7.0","185296","Edgar Wright","
            ","https://img.yts.mx/assets/images/movies/last_night_in_soho_2021/medium-cover.jpg","Last Night in Soho","2021","1hr56min","null","https://yts.mx/movies/last-night-in-soho-2021","January 08, 2022 at 05:51 PM","FREEMAN","205"
"","Action / Adventure / Drama / Family / Fantasy / Thriller","6.5","104441","Mark Waters","
            ","https://img.yts.mx/assets/images/movies/the_spiderwick_chronicles_2008/medium-cover.jpg","The Spiderwick Chronicles","2008","1hr36min","null","https://yts.mx/movies/the-spiderwick-chronicles-2008","April 14, 2019 at 09:33 PM","FREEMAN","72"
"","Action / Adventure / Horror / Thriller","3.9","420","Víctor Matellano","
            ","https://img.yts.mx/assets/images/movies/wax_2014/medium-cover.jpg","Wax","2014","1hr22min","null","https://yts.mx/movies/wax-2014","July 07, 2021 at 06:17 PM","FREEMAN","2"
"","Action / Drama / Thriller","8.0","256444","Alejandro González Iñárritu","
            ","https://img.yts.mx/assets/images/movies/amores_perros_2000/medium-cover.jpg","Amores Perros","2000 ","2hr34min","null","https://yts.mx/movies/amores-perros-2000","August 26, 2023 at 05:11 PM","FREEMAN","72"
"","Action / Adventure / Animation / Comedy / Crime / Family / Musical / Mystery","6.5","67596","Cory Edwards","
            ","https://img.yts.mx/assets/images/movies/hoodwinked_2005/medium-cover.jpg","Hoodwinked!","2005","1hr21min","null","https://yts.mx/movies/hoodwinked-2005","September 27, 2020 at 05:14 AM","FREEMAN","26"
"","Action / Drama","7.5","320210","Alejandro González Iñárritu","
            ","https://img.yts.mx/assets/images/movies/Babel_2006/medium-cover.jpg","Babel","2006","2hr23min","null","https://yts.mx/movies/babel-2006","April 08, 2022 at 04:15 PM","OTTO","130"
"","Action / Drama / Horror / Thriller","4.6","453","Alessandro Antonaci","
            ","https://img.yts.mx/assets/images/movies/you_die_get_the_app_then_die_2018/medium-cover.jpg","You Die","2018 ","1hr34min","null","https://yts.mx/movies/you-die-2018","September 09, 2021 at 09:41 PM","FREEMAN","8"
"","Action / Comedy / Romance","5.6","25858","Griffin Dunne","
            ","https://img.yts.mx/assets/images/movies/the_accidental_husband_2008/medium-cover.jpg","The Accidental Husband","2008","1hr30min","null","https://yts.mx/movies/the-accidental-husband-2008","March 07, 2021 at 04:49 AM","FREEMAN","19"
"","Action / Drama / War","7.2","2489","Bertrand Tavernier","
            ","https://img.yts.mx/assets/images/movies/captain_conan_1996/medium-cover.jpg","Captain Conan","1996 ","2hr12min","null","https://yts.mx/movies/captain-conan-1996","July 17, 2021 at 11:21 PM","FREEMAN","6"
"","Action / Adventure / Romance","4.7","15160","Peter Hyams","
            ","https://img.yts.mx/assets/images/movies/the_musketeer_2001/medium-cover.jpg","The Musketeer","2001","1hr44min","null","https://yts.mx/movies/the-musketeer-2001","November 24, 2020 at 08:02 PM","FREEMAN","9"
"","Action / Comedy / Fantasy / Horror","5.4","16071","Gilbert Adler","
            ","https://img.yts.mx/assets/images/movies/bordello_of_blood_1996/medium-cover.jpg","Bordello of Blood","1996","1hr27min","null","https://yts.mx/movies/bordello-of-blood-1996","May 08, 2015 at 07:26 AM","OTTO","15"
"","Action / Crime / Drama","7.6","757","Pietro Germi","
            ","https://img.yts.mx/assets/images/movies/in_the_name_of_the_law_1949/medium-cover.jpg","In the Name of the Law","1949 ","1hr40min","null","https://yts.mx/movies/in-the-name-of-the-law-1949","October 30, 2021 at 04:58 AM","FREEMAN","4"
"","Action / Drama / Sci-Fi / Thriller","6.2","4578","Jean-Patrick Benes","
            ","https://img.yts.mx/assets/images/movies/ares_2016/medium-cover.jpg","Ares","2016 ","1hr20min","null","https://yts.mx/movies/ares-2016","June 14, 2020 at 01:45 PM","FREEMAN","12"
"","Action / Comedy / Crime / Drama / Thriller","6.2","67399","Brad Davis","
            ","https://img.yts.mx/assets/images/movies/The_Boondock_Saints_II_2009/medium-cover.jpg","The Boondock Saints II: All Saints Day","2009","1hr58min","null","https://yts.mx/movies/the-boondock-saints-ii-all-saints-day-2009","May 11, 2012 at 05:56 PM","OTTO","56"
"","Action / Horror / Mystery / Thriller","5.9","10070","William Brent Bell","
            ","https://img.yts.mx/assets/images/movies/wer_2013/medium-cover.jpg","Wer","2013","1hr33min","null","https://yts.mx/movies/wer-2013","January 05, 2021 at 01:33 PM","FREEMAN","16"
"","Action / Crime / Drama / Thriller / Western","6.3","171632","Robert Rodriguez","
            ","https://img.yts.mx/assets/images/movies/Desperado_1995/medium-cover.jpg","Desperado","1995","1hr44min","null","https://yts.mx/movies/desperado-1995","August 23, 2024 at 11:17 PM","OTTO","146"
"","Action / Comedy / Drama","5.9","6201","Jim Abrahams","
            ","https://img.yts.mx/assets/images/movies/welcome_home_roxy_carmichael_1990/medium-cover.jpg","Welcome Home, Roxy Carmichael","1990","1hr36min","null","https://yts.mx/movies/welcome-home-roxy-carmichael-1990","September 26, 2024 at 02:07 PM","FREEMAN","19"
"","Drama","5.6","693","Abdellah Taia","
            ","https://img.yts.mx/assets/images/movies/salvation_army_2013/medium-cover.jpg","Salvation Army","2013 ","1hr24min","null","https://yts.mx/movies/salvation-army-2013","June 23, 2022 at 12:38 AM","FREEMAN","6"
"","Action / Documentary","5.6","643","Jose Gomez","
            ","https://img.yts.mx/assets/images/movies/not_a_game_2020/medium-cover.jpg","Not a Game","2020","1hr37min","null","https://yts.mx/movies/not-a-game-2020","March 31, 2021 at 01:41 PM","FREEMAN","4"
"","Action / Drama / Family","5.9","288","Linus Torell","
            ","https://img.yts.mx/assets/images/movies/misa_mi_2003/medium-cover.jpg","Misa mi","2003 ","1hr19min","null","https://yts.mx/movies/misa-mi-2003","March 28, 2021 at 08:52 AM","FREEMAN","2"
"","Action / Comedy / Drama","6.0","7096","Gaby Dellal","
            ","https://img.yts.mx/assets/images/movies/about_ray_2015/medium-cover.jpg","3 Generations","2015","1hr32min","null","https://yts.mx/movies/3-generations-2015","January 12, 2017 at 07:20 AM","FREEMAN","42"
"","Action / Adventure / Animation / Comedy / Crime / Family / Fantasy / Mystery","4.7","14195","Mike Disa","
            ","https://img.yts.mx/assets/images/movies/hoodwinked_too_hood_vs_evil_2011/medium-cover.jpg","Hoodwinked Too! Hood vs. Evil","2011","1hr26min","null","https://yts.mx/movies/hoodwinked-too-hood-vs-evil-2011","December 07, 2020 at 06:32 PM","FREEMAN","8"
"","Action / Comedy","6.4","3973","Bertrand Tavernier","
            ","https://img.yts.mx/assets/images/movies/the_french_minister_2013/medium-cover.jpg","The French Minister","2013 ","1hr53min","null","https://yts.mx/movies/the-french-minister-2013","November 08, 2021 at 07:13 AM","FREEMAN","6"
"","Action / Animation / Comedy / Drama / Fantasy / Horror / Thriller","5.6","3279","Karl Holt","
            ","https://img.yts.mx/assets/images/movies/benny_loves_you_2019/medium-cover.jpg","Benny Loves You","2019","1hr34min","null","https://yts.mx/movies/benny-loves-you-2019","July 20, 2021 at 12:14 PM","FREEMAN","12"
"","Action / Comedy / Romance","5.7","25237","Jonas Elmer","
            ","https://img.yts.mx/assets/images/movies/new_in_town_2009/medium-cover.jpg","New in Town","2009","1hr37min","null","https://yts.mx/movies/new-in-town-2009","July 27, 2019 at 10:24 AM","FREEMAN","28"
"","Action / Drama / Music","7.3","12352","Bruce Beresford","
            ","https://img.yts.mx/assets/images/movies/tender_mercies_1983/medium-cover.jpg","Tender Mercies","1983","1hr32min","null","https://yts.mx/movies/tender-mercies-1983","March 27, 2022 at 05:47 PM","FREEMAN","15"
"","Action / Drama / Mystery / Thriller","5.4","20035","Reed Morano","
            ","https://img.yts.mx/assets/images/movies/the_rhythm_section_2020/medium-cover.jpg","The Rhythm Section","2020","1hr49min","null","https://yts.mx/movies/the-rhythm-section-2020","March 12, 2021 at 03:39 AM","FREEMAN","103"
"","Action / Crime / Drama / Mystery / Thriller","6.2","6068","John Sturges","
            ","https://img.yts.mx/assets/images/movies/mcq_1974/medium-cover.jpg","McQ","1974","1hr51min","null","https://yts.mx/movies/mcq-1974","February 27, 2021 at 02:22 AM","FREEMAN","9"
"","Action / Drama / Romance","5.2","2558","Florian Gottschick","
            ","https://img.yts.mx/assets/images/movies/fucking_berlin_2016/medium-cover.jpg","Fucking Berlin","2016 ","1hr40min","null","https://yts.mx/movies/fucking-berlin-2016","July 31, 2022 at 12:43 PM","FREEMAN","16"
"","Action / Drama / Sci-Fi / Thriller","5.1","12651","Christian Cantamessa","
            ","https://img.yts.mx/assets/images/movies/air_2015/medium-cover.jpg","Air","2015","1hr35min","null","https://yts.mx/movies/air-2015","July 14, 2019 at 07:28 AM","FREEMAN","19"
"","Action / Adventure / Comedy / Romance","5.3","9309","Adam Resnick","
            ","https://img.yts.mx/assets/images/movies/cabin_boy_1994/medium-cover.jpg","Cabin Boy","1994","1hr20min","null","https://yts.mx/movies/cabin-boy-1994","October 20, 2018 at 05:50 PM","FREEMAN","13"
"","Action / Fantasy / Horror / Thriller","6.7","26917","Ernest R. Dickerson","
            ","https://img.yts.mx/assets/images/movies/tales_from_the_crypt_demon_knight_1995/medium-cover.jpg","Tales from the Crypt: Demon Knight","1995","1hr32min","null","https://yts.mx/movies/tales-from-the-crypt-demon-knight-1995","April 23, 2015 at 08:24 AM","OTTO","35"
"","Action / Crime / Thriller","6.8","72315","Robert Rodriguez","
            ","https://img.yts.mx/assets/images/movies/el_mariachi_1992/medium-cover.jpg","El Mariachi","1992 ","1hr21min","null","https://yts.mx/movies/el-mariachi-1992","August 15, 2020 at 12:47 AM","FREEMAN","42"
"","Action / Adventure / Drama / Fantasy / Sci-Fi","7.2","24261","Robert C. Cooper","
            ","https://img.yts.mx/assets/images/movies/stargate_the_ark_of_truth_2008/medium-cover.jpg","Stargate: The Ark of Truth","2008","1hr37min","null","https://yts.mx/movies/stargate-the-ark-of-truth-2008","April 16, 2019 at 05:11 PM","FREEMAN","35"
"","Action / Horror / Mystery / Thriller","6.2","94600","Christian Alvart","
            ","https://img.yts.mx/assets/images/movies/Case_39_2009/medium-cover.jpg","Case 39","2009","1hr49min","null","https://yts.mx/movies/case-39-2009","January 07, 2013 at 03:32 PM","OTTO","87"
"","Action / Drama","7.7","85820","Jon Avnet","
            ","https://img.yts.mx/assets/images/movies/fried_green_tomatoes_1991/medium-cover.jpg","Fried Green Tomatoes","1991","2hr10min","null","https://yts.mx/movies/fried-green-tomatoes-1991","April 18, 2016 at 01:23 AM","FREEMAN","37"
"","Action / Comedy / Drama / Romance","6.8","25010","Oliver Parker","
            ","https://img.yts.mx/assets/images/movies/the_importance_of_being_earnest_2002/medium-cover.jpg","The Importance of Being Earnest","2002","1hr33min","null","https://yts.mx/movies/the-importance-of-being-earnest-2002","March 01, 2020 at 05:01 AM","FREEMAN","10"
"","Action / Drama","6.2","11892","Sally Potter","
            ","https://img.yts.mx/assets/images/movies/ginger_rosa_2012/medium-cover.jpg","Ginger & Rosa","2012","1hr29min","null","https://yts.mx/movies/ginger-rosa-2012","March 31, 2021 at 07:53 PM","FREEMAN","10"
"","Action / Adventure / Animation / Comedy / Family","5.0","13681","Cody Cameron","
            ","https://img.yts.mx/assets/images/movies/Open_Season_3_2010/medium-cover.jpg","Open Season 3","2010","1hr14min","null","https://yts.mx/movies/open-season-3-2010","May 16, 2022 at 12:07 PM","OTTO","49"
"","Action / Biography / Drama / History","7.5","9060","François Truffaut","
            ","https://img.yts.mx/assets/images/movies/the_wild_child_1970/medium-cover.jpg","The Wild Child","1970 ","1hr21min","null","https://yts.mx/movies/the-wild-child-1970","January 21, 2021 at 03:36 PM","FREEMAN","8"
"","Action / Comedy / Crime / Drama / Thriller","6.3","6657","Corneliu Porumboiu","
            ","https://img.yts.mx/assets/images/movies/the_whistlers_2019/medium-cover.jpg","The Whistlers","2019 ","1hr37min","null","https://yts.mx/movies/the-whistlers-2019","April 06, 2020 at 01:13 PM","FREEMAN","13"
"","Action / Comedy / Drama / Music / Romance","6.0","36486","Charles Stone III","
            ","https://img.yts.mx/assets/images/movies/Drumline_2002/medium-cover.jpg","Drumline","2002","1hr58min","null","https://yts.mx/movies/drumline-2002","October 22, 2012 at 01:26 PM","OTTO","40"
"","Action / Comedy / Drama / Romance","4.9","43208","Marc Lawrence","
            ","https://img.yts.mx/assets/images/movies/Did_You_Hear_About_the_Morgans_2009/medium-cover.jpg","Did You Hear About the Morgans?","2009","1hr43min","null","https://yts.mx/movies/did-you-hear-about-the-morgans-2009","April 10, 2013 at 10:41 AM","OTTO","21"
"","Action / Biography / Documentary / Drama / Romance","6.6","13405","Peter Sollett","
            ","https://img.yts.mx/assets/images/movies/freeheld_2015/medium-cover.jpg","Freeheld","2015","1hr43min","null","https://yts.mx/movies/freeheld-2015","January 22, 2016 at 11:05 AM","FREEMAN","26"
"","Action / Adventure / Comedy / Family","5.3","8989","Oliver Parker","
            ","https://img.yts.mx/assets/images/movies/st_trinians_2_the_legend_of_frittons_gold_2009/medium-cover.jpg","St Trinian's 2: The Legend of Fritton's Gold","2009","1hr46min","null","https://yts.mx/movies/st-trinians-2-the-legend-of-frittons-gold-2009","August 27, 2018 at 06:04 AM","FREEMAN","14"
"","Action / Drama / Mystery / Thriller","7.7","17976","Robert Altman","
            ","https://img.yts.mx/assets/images/movies/3_Women_1977/medium-cover.jpg","3 Women","1977","2hr4min","null","https://yts.mx/movies/3-women-1977","July 21, 2014 at 09:07 PM","OTTO","39"
"","Action / Crime / Drama / Mystery / Thriller","7.7","329313","Paul McGuigan","
            ","https://img.yts.mx/assets/images/movies/Lucky_Number_Slevin_2006/medium-cover.jpg","Lucky Number Slevin","2006","1hr50min","null","https://yts.mx/movies/lucky-number-slevin-2006","March 21, 2013 at 10:07 PM","OTTO","108"
"","Action / Drama / Mystery / Sci-Fi / Thriller","6.5","104954","Tarsem Singh","
            ","https://img.yts.mx/assets/images/movies/selfless_2015/medium-cover.jpg","Self/less","2015","1hr57min","null","https://yts.mx/movies/selfless-2015","November 09, 2015 at 03:47 PM","FREEMAN","109"
"","Adventure / Animation / Comedy / Family","6.5","2228","Pierre Coffin","
            ","https://img.yts.mx/assets/images/movies/minions_more_1_2022/medium-cover.jpg","Minions & More 1","2022","12hr48min","null","https://yts.mx/movies/minions-more-1-2022","September 27, 2022 at 11:00 AM","FREEMAN","57"
"","Action / Comedy / Horror","4.0","11688","John Blanchard","
            ","https://img.yts.mx/assets/images/movies/shriek_if_you_know_what_i_did_last_friday_the_thirteenth_2000/medium-cover.jpg","Shriek If You Know What I Did Last Friday the Thirteenth","2000","1hr26min","null","https://yts.mx/movies/shriek-if-you-know-what-i-did-last-friday-the-thirteenth-2000","February 21, 2022 at 07:30 AM","FREEMAN","17"
"","Action / Adventure / Drama / Fantasy / Sci-Fi","7.4","26737","Martin Wood","
            ","https://img.yts.mx/assets/images/movies/stargate_continuum_2008/medium-cover.jpg","Stargate: Continuum","2008","1hr38min","null","https://yts.mx/movies/stargate-continuum-2008","January 10, 2019 at 09:36 PM","FREEMAN","41"
"","Action / Comedy / Drama","6.5","1156","Laïla Marrakchi","
            ","https://img.yts.mx/assets/images/movies/rock_the_casbah_2013/medium-cover.jpg","Rock the Casbah","2013 ","1hr39min","null","https://yts.mx/movies/rock-the-casbah-2013","May 08, 2021 at 03:03 PM","FREEMAN","2"
"","Action / Comedy / Drama / Romance","7.3","64622","Herbert Ross","
            ","https://img.yts.mx/assets/images/movies/steel_magnolias_1989/medium-cover.jpg","Steel Magnolias","1989","1hr58min","null","https://yts.mx/movies/steel-magnolias-1989","September 25, 2020 at 09:15 AM","FREEMAN","17"
"","Action / Comedy / Romance","5.5","38974","Chris Columbus","
            ","https://img.yts.mx/assets/images/movies/nine_months_1995/medium-cover.jpg","Nine Months","1995","1hr43min","null","https://yts.mx/movies/nine-months-1995","November 19, 2018 at 10:20 PM","FREEMAN","26"
"","Action / Drama / Horror / Mystery / Thriller","5.5","82371","Mark Tonderai","
            ","https://img.yts.mx/assets/images/movies/House_at_the_End_of_the_Street_2012/medium-cover.jpg","House at the End of the Street","2012","1hr41min","null","https://yts.mx/movies/house-at-the-end-of-the-street-2012","December 26, 2012 at 09:23 AM","OTTO","80"
"","Action / Adventure / Animation / Comedy / Family / Horror","5.0","4018","David Feiss","
            ","https://img.yts.mx/assets/images/movies/open_season_scared_silly_2015/medium-cover.jpg","Open Season: Scared Silly","2015","1hr24min","null","https://yts.mx/movies/open-season-scared-silly-2015","February 24, 2016 at 06:06 PM","FREEMAN","41"
"","Drama / Romance","6.1","3820","Claire Denis","
            ","https://img.yts.mx/assets/images/movies/bastards_2013/medium-cover.jpg","Bastards","2013 ","1hr40min","null","https://yts.mx/movies/bastards-2013","October 03, 2022 at 08:21 PM","FREEMAN","5"
"","Action / Drama / History / Thriller","7.2","21654","Roman Polanski","
            ","https://img.yts.mx/assets/images/movies/an_officer_and_a_spy_2019/medium-cover.jpg","An Officer and a Spy","2019 ","2hr11min","null","https://yts.mx/movies/an-officer-and-a-spy-2019","December 13, 2020 at 01:58 PM","FREEMAN","27"
"","Action / Comedy / Drama / Romance","8.0","25194","François Truffaut","
            ","https://img.yts.mx/assets/images/movies/day_for_night_1973/medium-cover.jpg","Day for Night","1973 ","1hr56min","null","https://yts.mx/movies/day-for-night-1973","September 08, 2020 at 11:44 AM","FREEMAN","15"
"","Action / Adventure / Animation / Comedy / Family","5.5","27173","Matthew O'Callaghan","
            ","https://img.yts.mx/assets/images/movies/Open_Season_2_2008/medium-cover.jpg","Open Season 2","2008","1hr16min","null","https://yts.mx/movies/open-season-2-2008","May 16, 2022 at 04:16 PM","OTTO","47"
"","Action / Drama / Romance","4.7","2775","Marina Rice Bader","
            ","https://img.yts.mx/assets/images/movies/anatomy_of_a_love_seen_2014/medium-cover.jpg","Anatomy of a Love Seen","2014","1hr20min","null","https://yts.mx/movies/anatomy-of-a-love-seen-2014","March 04, 2020 at 03:25 AM","FREEMAN","12"
"","Action / Animation / Comedy / Drama / Romance","6.2","31109","Sanaa Hamri","
            ","https://img.yts.mx/assets/images/movies/the_sisterhood_of_the_traveling_pants_2_2008/medium-cover.jpg","The Sisterhood of the Traveling Pants 2","2008","1hr59min","null","https://yts.mx/movies/the-sisterhood-of-the-traveling-pants-2-2008","October 07, 2020 at 04:43 AM","FREEMAN","16"
"","Action / Biography / Drama / Romance","6.9","51507","Michael Cristofer","
            ","https://img.yts.mx/assets/images/movies/gia_1998/medium-cover.jpg","Gia","1998","2hr0min","null","https://yts.mx/movies/gia-1998","November 16, 2018 at 11:30 PM","FREEMAN","57"
"","Action / Crime / Drama / Thriller","7.6","342938","Andrew Niccol","
            ","https://img.yts.mx/assets/images/movies/Lord_of_War_2005/medium-cover.jpg","Lord of War","2005","2hr2min","null","https://yts.mx/movies/lord-of-war-2005","April 19, 2023 at 09:34 AM","OTTO","142"
"","Action / Drama / Sci-Fi","2.1","675","Michael Miller","
            ","https://img.yts.mx/assets/images/movies/battalion_2018/medium-cover.jpg","Battalion","2018","1hr33min","null","https://yts.mx/movies/battalion-2018","June 18, 2023 at 08:05 AM","FREEMAN","22"
"","Action / Horror","4.2","2955","Claudio Fragasso","
            ","https://img.yts.mx/assets/images/movies/after_death_1989/medium-cover.jpg","After Death","1989 ","1hr24min","null","https://yts.mx/movies/after-death-1989","January 17, 2021 at 04:50 AM","FREEMAN","8"
"","Action / Crime / Drama / Thriller","7.2","93626","Bill Paxton","
            ","https://img.yts.mx/assets/images/movies/Frailty_2001/medium-cover.jpg","Frailty","2001","1hr40min","null","https://yts.mx/movies/frailty-2001","September 21, 2014 at 02:55 PM","OTTO","44"
"","Action / Horror / Romance / Sci-Fi / Thriller","5.5","8546","Dennis Iliadis","
            ","https://img.yts.mx/assets/images/movies/1_2013/medium-cover.jpg","+1","2013","1hr36min","null","https://yts.mx/movies/1-2013","March 19, 2015 at 05:28 PM","OTTO","27"
"","Action / Crime / Drama / Sport / Thriller","7.3","263642","Antoine Fuqua","
            ","https://img.yts.mx/assets/images/movies/southpaw_2015/medium-cover.jpg","Southpaw","2015","2hr4min","null","https://yts.mx/movies/southpaw-2015","null","OTTO","251"
"","Action / Crime / Drama / Mystery / Thriller","6.6","116195","Jaume Collet-Serra","
            ","https://img.yts.mx/assets/images/movies/run_all_night_2015/medium-cover.jpg","Run All Night","2015","1hr54min","null","https://yts.mx/movies/run-all-night-2015","June 04, 2024 at 03:12 AM","OTTO","168"
"","Action / Comedy / Drama / Romance","6.3","33379","Donald Petrie","
            ","https://img.yts.mx/assets/images/movies/mystic_pizza_1988/medium-cover.jpg","Mystic Pizza","1988","1hr44min","null","https://yts.mx/movies/mystic-pizza-1988","October 29, 2020 at 05:56 AM","FREEMAN","11"
"","Action / Horror / Mystery / Sci-Fi / Thriller","5.0","69102","Bradley Parker","
            ","https://img.yts.mx/assets/images/movies/Chernobyl_Diaries_2012/medium-cover.jpg","Chernobyl Diaries","2012","1hr26min","null","https://yts.mx/movies/chernobyl-diaries-2012","October 04, 2012 at 09:44 AM","OTTO","44"
"","Action / Adventure / Animation / Comedy / Family / Sport","4.5","3278","Henry Yu","
            ","https://img.yts.mx/assets/images/movies/surfs_up_2_wavemania_2017/medium-cover.jpg","Surf's Up 2: WaveMania","2016","1hr24min","null","https://yts.mx/movies/surfs-up-2-wavemania-2016","March 19, 2020 at 05:39 AM","FREEMAN","16"
"","Action / Crime / Thriller","7.7","12378","Jean-Pierre Melville","
            ","https://img.yts.mx/assets/images/movies/le_doulos_1962/medium-cover.jpg","Le Doulos","1962 ","1hr48min","null","https://yts.mx/movies/le-doulos-1962","October 09, 2020 at 09:26 PM","FREEMAN","20"
"","Action / Crime / Drama / Thriller","7.9","29408","Jean-Pierre Melville","
            ","https://img.yts.mx/assets/images/movies/le_cercle_rouge_1970/medium-cover.jpg","The Red Circle","1970 ","2hr21min","null","https://yts.mx/movies/the-red-circle-1970","May 17, 2020 at 10:35 AM","FREEMAN","33"
"","Action / Drama / Romance","7.2","6031","François Truffaut","
            ","https://img.yts.mx/assets/images/movies/two_english_girls_1971/medium-cover.jpg","Two English Girls","1971 ","2hr9min","null","https://yts.mx/movies/two-english-girls-1971","February 04, 2022 at 11:20 PM","FREEMAN","5"
"","Action / Adventure / Crime / Drama / Thriller","7.7","76204","Jeong-beom Lee","
            ","https://img.yts.mx/assets/images/movies/The_Man_from_Nowhere_2010/medium-cover.jpg","The Man from Nowhere","2010 ","1hr59min","null","https://yts.mx/movies/the-man-from-nowhere-2010","March 25, 2021 at 07:24 PM","OTTO","131"
"","Action / Drama / Romance","6.8","22650","Léa Pool","
            ","https://img.yts.mx/assets/images/movies/lost_and_delirious_2001/medium-cover.jpg","Lost and Delirious","2001","1hr43min","null","https://yts.mx/movies/lost-and-delirious-2001","March 31, 2021 at 09:18 AM","FREEMAN","16"
"","Action / Comedy / Drama / Romance","6.5","66037","Ken Kwapis","
            ","https://img.yts.mx/assets/images/movies/the_sisterhood_of_the_traveling_pants_2005/medium-cover.jpg","The Sisterhood of the Traveling Pants","2005","1hr58min","null","https://yts.mx/movies/the-sisterhood-of-the-traveling-pants-2005","September 28, 2020 at 05:34 AM","FREEMAN","21"
"","Action / Drama / Horror / Mystery / Thriller","5.6","5778","Sophia Takal","
            ","https://img.yts.mx/assets/images/movies/always_shine_2016/medium-cover.jpg","Always Shine","2016","1hr25min","null","https://yts.mx/movies/always-shine-2016","March 06, 2017 at 03:17 AM","FREEMAN","27"
"","Action / Drama / Film-Noir / Mystery / Thriller","6.9","8741","Roy Ward Baker","
            ","https://img.yts.mx/assets/images/movies/dont_bother_to_knock_1952/medium-cover.jpg","Don't Bother to Knock","1952","1hr16min","null","https://yts.mx/movies/dont-bother-to-knock-1952","April 08, 2018 at 10:21 PM","FREEMAN","12"
"","Action / Adventure / Comedy / Horror / Sci-Fi / Thriller","4.3","1960","Marko Mäkilaakso","
            ","https://img.yts.mx/assets/images/movies/it_came_from_the_desert_2017/medium-cover.jpg","It Came from the Desert","2017","1hr30min","null","https://yts.mx/movies/it-came-from-the-desert-2017","April 09, 2018 at 12:00 AM","FREEMAN","16"
"","Action / Adventure / Comedy / Fantasy / Sci-Fi","4.5","392","Alfonso Brescia","
            ","https://img.yts.mx/assets/images/movies/super_stooges_vs_the_wonder_women_1974/medium-cover.jpg","Super Stooges vs the Wonder Women","1974 ","1hr40min","null","https://yts.mx/movies/super-stooges-vs-the-wonder-women-1974","April 22, 2021 at 08:55 PM","FREEMAN","8"
"","Action / Drama / Horror / Mystery / Thriller","6.4","86159","Mark Pellington","
            ","https://img.yts.mx/assets/images/movies/the_mothman_prophecies_2002/medium-cover.jpg","The Mothman Prophecies","2002","1hr59min","null","https://yts.mx/movies/the-mothman-prophecies-2002","May 03, 2019 at 12:45 PM","FREEMAN","52"
"","Action / Adventure / Drama / Western","6.8","4718","Harald Reinl","
            ","https://img.yts.mx/assets/images/movies/winnetou_1963/medium-cover.jpg","Winnetou","1963 ","1hr41min","null","https://yts.mx/movies/winnetou-1963","July 04, 2020 at 03:00 PM","FREEMAN","13"
"","Action / Adventure / Biography / Drama / History / Sport / Thriller","7.1","236141","Baltasar Kormákur","
            ","https://img.yts.mx/assets/images/movies/everest_2015/medium-cover.jpg","Everest","2015","2hr1min","null","https://yts.mx/movies/everest-2015","August 28, 2023 at 03:19 PM","FREEMAN","177"
"","Action / Drama / Sport","6.3","1620","William Bindley","
            ","https://img.yts.mx/assets/images/movies/madison_2001/medium-cover.jpg","Madison","2001","1hr39min","null","https://yts.mx/movies/madison-2001","July 21, 2020 at 01:49 PM","FREEMAN","8"
