"key","Genres","IMDbRating","IMDbVotes","MovieDirector","MoviePoster","MoviePosterSrc","MovieTitle","ReleasedYear","Runtime","Seeds","URL","UploadedTime","Uploader","YTSLikes"
"","Action / Comedy / Fantasy / Horror","6.5","79556","George Miller","
            ","https://img.yts.mx/assets/images/movies/the_witches_of_eastwick_1987/medium-cover.jpg","The Witches of Eastwick","1987","1hr58min","null","https://yts.mx/movies/the-witches-of-eastwick-1987","April 07, 2016 at 11:20 AM","FREEMAN","63"
"","Action / Drama / Sci-Fi / Thriller","6.4","140551","Ric Roman Waugh","
            ","https://img.yts.mx/assets/images/movies/greenland_2020/medium-cover.jpg","Greenland","2020","1hr59min","null","https://yts.mx/movies/greenland-2020","December 19, 2020 at 06:08 PM","FREEMAN","343"
"","Action / Drama / Mystery / Thriller","6.6","283824","M. Night Shyamalan","
            ","https://img.yts.mx/assets/images/movies/the_village_2004/medium-cover.jpg","The Village","2004","1hr47min","null","https://yts.mx/movies/the-village-2004","June 01, 2020 at 11:15 AM","FREEMAN","65"
"","Action / Horror / Sci-Fi / Thriller","3.7","4586","Jay Ness","
            ","https://img.yts.mx/assets/images/movies/dark_cloud_2022/medium-cover.jpg","Dark Cloud","2022","1hr21min","null","https://yts.mx/movies/dark-cloud-2022","May 25, 2022 at 07:31 AM","FREEMAN","11"
"","Action / Biography / Crime / Drama / History","5.5","16759","James Marsh","
            ","https://img.yts.mx/assets/images/movies/king_of_thieves_2018/medium-cover.jpg","King of Thieves","2018","1hr48min","null","https://yts.mx/movies/king-of-thieves-2018","January 18, 2019 at 10:38 PM","FREEMAN","77"
"","Action / Drama / Music / Romance / War","6.1","16655","Sally Potter","
            ","https://img.yts.mx/assets/images/movies/the_man_who_cried_2000/medium-cover.jpg","The Man Who Cried","2000","1hr39min","null","https://yts.mx/movies/the-man-who-cried-2000","March 24, 2021 at 11:05 PM","FREEMAN","14"
"","Action / Drama / Horror / Thriller","6.5","132027","Mike Flanagan","
            ","https://img.yts.mx/assets/images/movies/geralds_game_2017/medium-cover.jpg","Gerald's Game","2017","1hr43min","null","https://yts.mx/movies/geralds-game-2017","May 04, 2024 at 02:56 PM","FREEMAN","107"
"","Action / Adventure / Comedy / Drama","7.5","306147","Terry Gilliam","
            ","https://img.yts.mx/assets/images/movies/Fear_and_Loathing_in_Las_Vegas_1998/medium-cover.jpg","Fear and Loathing in Las Vegas","1998","1hr58min","null","https://yts.mx/movies/fear-and-loathing-in-las-vegas-1998","July 09, 2023 at 06:06 AM","OTTO","94"
"","Action / Crime / Drama / Thriller","6.3","45719","John Badham","
            ","https://img.yts.mx/assets/images/movies/nick_of_time_1995/medium-cover.jpg","Nick of Time","1995","1hr28min","null","https://yts.mx/movies/nick-of-time-1995","March 24, 2022 at 05:27 PM","FREEMAN","57"
"","Action / Fantasy / Horror","5.8","26373","Robert Kurtzman","
            ","https://img.yts.mx/assets/images/movies/wishmaster_1997/medium-cover.jpg","Wishmaster","1997","1hr30min","null","https://yts.mx/movies/wishmaster-1997","October 24, 2020 at 02:46 AM","FREEMAN","25"
"","Action / Horror / Sci-Fi / Thriller","4.2","4273","J.T. Petty","
            ","https://img.yts.mx/assets/images/movies/mimic_sentinel_2003/medium-cover.jpg","Mimic: Sentinel","2003","1hr17min","null","https://yts.mx/movies/mimic-sentinel-2003","December 03, 2023 at 06:01 AM","OTTO","9"
"","Action / Romance","2.9","441","Scott Chambers","
            ","https://img.yts.mx/assets/images/movies/cam_girls_2021/medium-cover.jpg","Cam Girls","2021","1hr25min","null","https://yts.mx/movies/cam-girls-2021","February 01, 2021 at 03:19 AM","FREEMAN","5"
"","Action / Crime / Drama / Thriller","7.3","71173","Jonathan Glazer","
            ","https://img.yts.mx/assets/images/movies/Sexy_Beast_2000/medium-cover.jpg","Sexy Beast","2000","1hr29min","null","https://yts.mx/movies/sexy-beast-2000","August 24, 2013 at 10:23 PM","OTTO","30"
"","Action / Thriller","5.6","12925","Jesse V. Johnson","
            ","https://img.yts.mx/assets/images/movies/triple_threat_2019/medium-cover.jpg","Triple Threat","2019","1hr36min","null","https://yts.mx/movies/triple-threat-2019","March 28, 2019 at 06:37 PM","FREEMAN","283"
"","Action / Drama / Thriller","5.9","6886","Julien Leclercq","
            ","https://img.yts.mx/assets/images/movies/the_bouncer_2018/medium-cover.jpg","The Bouncer","2018 ","1hr34min","null","https://yts.mx/movies/the-bouncer-2018","April 20, 2019 at 01:17 AM","FREEMAN","88"
"","Action / Comedy / Fantasy","7.1","4895","Siu-Tung Ching","
            ","https://img.yts.mx/assets/images/movies/swordsman_ii_1992/medium-cover.jpg","Swordsman II","1992 ","1hr47min","null","https://yts.mx/movies/swordsman-ii-1992","May 13, 2020 at 03:43 AM","FREEMAN","14"
"","Action / Comedy / Drama","6.3","34034","Tim Story","
            ","https://img.yts.mx/assets/images/movies/barbershop_2002/medium-cover.jpg","Barbershop","2002","1hr42min","null","https://yts.mx/movies/barbershop-2002","October 14, 2018 at 08:59 PM","FREEMAN","31"
"","Action / Comedy / Fantasy / Horror","6.7","137832","Robert Zemeckis","
            ","https://img.yts.mx/assets/images/movies/death_becomes_her_1992/medium-cover.jpg","Death Becomes Her","1992","1hr44min","null","https://yts.mx/movies/death-becomes-her-1992","October 30, 2024 at 11:20 PM","FREEMAN","130"
"","Action / Crime / Drama / Romance / Thriller","6.0","59247","Mark Williams","
            ","https://img.yts.mx/assets/images/movies/honest_thief_2020/medium-cover.jpg","Honest Thief","2020","1hr38min","null","https://yts.mx/movies/honest-thief-2020","December 05, 2020 at 02:18 AM","FREEMAN","214"
"","Action / Drama / Fantasy / Mystery / Thriller","5.5","105497","M. Night Shyamalan","
            ","https://img.yts.mx/assets/images/movies/lady_in_the_water_2006/medium-cover.jpg","Lady in the Water","2006","1hr50min","null","https://yts.mx/movies/lady-in-the-water-2006","January 21, 2019 at 01:29 PM","FREEMAN","62"
"","Action / Horror","5.5","2276","Gustavo Hernández","
            ","https://img.yts.mx/assets/images/movies/virus_32_2022/medium-cover.jpg","Virus-32","2022 ","1hr30min","null","https://yts.mx/movies/virus-32-2022","April 22, 2022 at 09:06 PM","FREEMAN","16"
"","Action / Biography / Drama / History / Thriller / War","7.2","45405","Richie Smyth","
            ","https://img.yts.mx/assets/images/movies/the_siege_of_jadotville_2016/medium-cover.jpg","The Siege of Jadotville","2016","1hr48min","null","https://yts.mx/movies/the-siege-of-jadotville-2016","June 12, 2019 at 04:39 PM","FREEMAN","37"
"","Action / Adventure / Comedy / Drama / Fantasy / Western","7.5","104562","Jim Jarmusch","
            ","https://img.yts.mx/assets/images/movies/dead_man_1995/medium-cover.jpg","Dead Man","1995","2hr1min","null","https://yts.mx/movies/dead-man-1995","June 20, 2016 at 10:07 AM","FREEMAN","90"
"","Action / Comedy / Fantasy / Horror","5.7","23617","Eli Craig","
            ","https://img.yts.mx/assets/images/movies/little_evil_2017/medium-cover.jpg","Little Evil","2017","1hr34min","null","https://yts.mx/movies/little-evil-2017","July 05, 2019 at 02:43 PM","FREEMAN","24"
"","Action / Adventure / Comedy / Horror","6.4","112234","McG","
            ","https://img.yts.mx/assets/images/movies/the_babysitter_2017/medium-cover.jpg","The Babysitter","2017","1hr25min","null","https://yts.mx/movies/the-babysitter-2017","September 05, 2020 at 03:31 PM","FREEMAN","158"
"","Action / Drama","6.1","10978","Johnny Depp","
            ","https://img.yts.mx/assets/images/movies/the_brave_1997/medium-cover.jpg","The Brave","1997","2hr3min","null","https://yts.mx/movies/the-brave-1997","January 29, 2016 at 04:51 PM","FREEMAN","19"
"","Action / Fantasy / Horror / Romance","4.0","4371","Chris Angel","
            ","https://img.yts.mx/assets/images/movies/wishmaster_4_the_prophecy_fulfilled_2002/medium-cover.jpg","Wishmaster 4: The Prophecy Fulfilled","2002","1hr31min","null","https://yts.mx/movies/wishmaster-4-the-prophecy-fulfilled-2002","May 24, 2021 at 06:47 AM","FREEMAN","11"
"","Action / Fantasy / Horror / Thriller","3.5","5324","Chris Angel","
            ","https://img.yts.mx/assets/images/movies/wishmaster_3_beyond_the_gates_of_hell_2001/medium-cover.jpg","Wishmaster 3: Beyond the Gates of Hell","2001","1hr32min","null","https://yts.mx/movies/wishmaster-3-beyond-the-gates-of-hell-2001","March 15, 2021 at 01:21 AM","FREEMAN","14"
"","Action / Fantasy / Horror","5.1","9990","Jack Sholder","
            ","https://img.yts.mx/assets/images/movies/wishmaster_2_evil_never_dies_1999/medium-cover.jpg","Wishmaster 2: Evil Never Dies","1999","1hr40min","null","https://yts.mx/movies/wishmaster-2-evil-never-dies-1999","January 22, 2021 at 09:08 AM","FREEMAN","17"
"","Action / Comedy","6.5","66596","David O. Russell","
            ","https://img.yts.mx/assets/images/movies/i_heart_huckabees_2004/medium-cover.jpg","I Heart Huckabees","2004","1hr46min","null","https://yts.mx/movies/i-heart-huckabees-2004","January 16, 2021 at 09:24 PM","FREEMAN","13"
"","Action / Adventure / Crime / Drama / Thriller","6.9","57289","S. Craig Zahler","
            ","https://img.yts.mx/assets/images/movies/dragged_across_concrete_2018/medium-cover.jpg","Dragged Across Concrete","2018","2hr39min","null","https://yts.mx/movies/dragged-across-concrete-2018","April 29, 2019 at 03:22 AM","FREEMAN","117"
"","Action / Comedy / Music","7.9","149394","Rob Reiner","
            ","https://img.yts.mx/assets/images/movies/this_is_spinal_tap_1984/medium-cover.jpg","This Is Spinal Tap","1984","1hr22min","100+","https://yts.mx/movies/this-is-spinal-tap-1984","June 18, 2018 at 05:52 AM","FREEMAN","37"
"","Action / Comedy","4.6","8566","Christopher Erskin","
            ","https://img.yts.mx/assets/images/movies/johnson_family_vacation_2004/medium-cover.jpg","Johnson Family Vacation","2004","1hr36min","null","https://yts.mx/movies/johnson-family-vacation-2004","January 10, 2021 at 04:49 AM","FREEMAN","15"
"","Action / Comedy / Crime / Thriller","5.5","59128","Howard Deutch","
            ","https://img.yts.mx/assets/images/movies/the_whole_ten_yards_2004/medium-cover.jpg","The Whole Ten Yards","2004","1hr38min","null","https://yts.mx/movies/the-whole-ten-yards-2004","May 07, 2022 at 04:13 AM","FREEMAN","32"
"","Action / Crime / Drama","6.9","5024","Maciej Kawulski","
            ","https://img.yts.mx/assets/images/movies/how_i_became_a_gangster_2019/medium-cover.jpg","How I Became a Gangster","2019 ","2hr19min","null","https://yts.mx/movies/how-i-became-a-gangster-2019","January 09, 2023 at 06:57 PM","FREEMAN","4"
"","Action / Thriller","4.9","295","Amy S. Weber","
            ","https://img.yts.mx/assets/images/movies/the_captive_nanny_2020/medium-cover.jpg","The Captive Nanny","2020","1hr29min","null","https://yts.mx/movies/the-captive-nanny-2020","January 19, 2021 at 02:33 PM","FREEMAN","2"
"","Action / Thriller","4.0","305","Jared Cohn","
            ","https://img.yts.mx/assets/images/movies/erasing_his_past_2019/medium-cover.jpg","Erasing His Past","2019","1hr24min","null","https://yts.mx/movies/erasing-his-past-2019","May 16, 2020 at 06:00 PM","FREEMAN","3"
"","Action / Drama / War","6.3","28284","Fernando Coimbra","
            ","https://img.yts.mx/assets/images/movies/sand_castle_2017/medium-cover.jpg","Sand Castle","2017","1hr53min","null","https://yts.mx/movies/sand-castle-2017","July 12, 2019 at 10:42 PM","FREEMAN","18"
"","Action / Crime / Drama / Thriller","7.5","98850","Jim Jarmusch","
            ","https://img.yts.mx/assets/images/movies/ghost_dog_the_way_of_the_samurai_1999/medium-cover.jpg","Ghost Dog: The Way of the Samurai","1999","1hr56min","null","https://yts.mx/movies/ghost-dog-the-way-of-the-samurai-1999","December 11, 2019 at 04:59 PM","FREEMAN","51"
"","Action / Adventure / Crime / Drama / Thriller","6.5","150094","J.C. Chandor","
            ","https://img.yts.mx/assets/images/movies/triple_frontier_2019/medium-cover.jpg","Triple Frontier","2019","2hr5min","null","https://yts.mx/movies/triple-frontier-2019","March 19, 2024 at 12:39 AM","FREEMAN","288"
"","Action / Drama / History / Thriller / War","7.3","164785","Michael Bay","
            ","https://img.yts.mx/assets/images/movies/13_hours_the_secret_soldiers_of_benghazi_2016/medium-cover.jpg","13 Hours: The Secret Soldiers of Benghazi","2016","2hr24min","null","https://yts.mx/movies/13-hours-the-secret-soldiers-of-benghazi-2016","January 19, 2024 at 05:41 PM","FREEMAN","318"
"","Action / Comedy / Drama / Fantasy / Romance","7.2","46274","Emir Kusturica","
            ","https://img.yts.mx/assets/images/movies/arizona_dream_1993/medium-cover.jpg","Arizona Dream","1993","2hr22min","null","https://yts.mx/movies/arizona-dream-1993","July 29, 2024 at 02:23 PM","FREEMAN","33"
"","Action / Comedy / Drama","6.1","108693","Bruce Robinson","
            ","https://img.yts.mx/assets/images/movies/The_Rum_Diary_2011/medium-cover.jpg","The Rum Diary","2011","1hr59min","null","https://yts.mx/movies/the-rum-diary-2011","April 25, 2022 at 02:03 PM","OTTO","69"
"","Horror","3.0","2765","Hasan Karacadag","
            ","https://img.yts.mx/assets/images/movies/dabbe_2_2009/medium-cover.jpg","Dabbe 2","2009 ","1hr20min","null","https://yts.mx/movies/dabbe-2-2009","December 04, 2022 at 05:48 AM","FREEMAN","3"
"","Action / Drama / Mystery / Thriller","7.0","215290","Tomas Alfredson","
            ","https://img.yts.mx/assets/images/movies/Tinker_Tailor_Soldier_Spy_2011/medium-cover.jpg","Tinker Tailor Soldier Spy","2011","2hr7min","null","https://yts.mx/movies/tinker-tailor-soldier-spy-2011","December 19, 2021 at 12:15 AM","OTTO","111"
"","Family / Mystery","4.3","458","Hebru Brantley","
            ","https://img.yts.mx/assets/images/movies/erax_2022/medium-cover.jpg","Erax","2022","12hr15min","null","https://yts.mx/movies/erax-2022","January 09, 2023 at 05:01 PM","FREEMAN","11"
"","Action / Crime / Drama / Thriller","7.1","78418","S. Craig Zahler","
            ","https://img.yts.mx/assets/images/movies/brawl_in_cell_block_99_2017/medium-cover.jpg","Brawl in Cell Block 99","2017","2hr12min","null","https://yts.mx/movies/brawl-in-cell-block-99-2017","December 27, 2017 at 07:18 AM","FREEMAN","163"
"","Action / Adventure / Drama / Horror / Thriller / Western","7.1","125527","S. Craig Zahler","
            ","https://img.yts.mx/assets/images/movies/bone_tomahawk_2015/medium-cover.jpg","Bone Tomahawk","2015","2hr12min","null","https://yts.mx/movies/bone-tomahawk-2015","December 06, 2015 at 05:41 PM","FREEMAN","132"
"","Action / Animation / Drama / Fantasy","7.7","67725","Richard Linklater","
            ","https://img.yts.mx/assets/images/movies/waking_life_2001/medium-cover.jpg","Waking Life","2001","1hr39min","null","https://yts.mx/movies/waking-life-2001","April 19, 2019 at 10:40 AM","FREEMAN","43"
"","Action / Adventure / Comedy / Drama / Romance","6.6","37021","Wayne Wang","
            ","https://img.yts.mx/assets/images/movies/last_holiday_2006/medium-cover.jpg","Last Holiday","2006","1hr52min","null","https://yts.mx/movies/last-holiday-2006","April 08, 2022 at 08:20 PM","FREEMAN","24"
"","Action / Comedy / Crime","6.7","130876","Jonathan Lynn","
            ","https://img.yts.mx/assets/images/movies/the_whole_nine_yards_2000/medium-cover.jpg","The Whole Nine Yards","2000","1hr38min","null","https://yts.mx/movies/the-whole-nine-yards-2000","April 09, 2019 at 01:50 PM","FREEMAN","65"
"","Action / Drama","7.7","22509","Jan Komasa","
            ","https://img.yts.mx/assets/images/movies/corpus_christi_2019/medium-cover.jpg","Corpus Christi","2019 ","1hr54min","null","https://yts.mx/movies/corpus-christi-2019","February 06, 2020 at 10:23 PM","FREEMAN","33"
"","Action / Mystery / Thriller","6.9","279209","Jaume Collet-Serra","
            ","https://img.yts.mx/assets/images/movies/Non_Stop_2014/medium-cover.jpg","Non-Stop","2014","1hr46min","null","https://yts.mx/movies/non-stop-2014","May 26, 2014 at 04:18 AM","OTTO","184"
"","Action / Adventure / Crime / Drama / Thriller","6.4","109476","Olivier Megaton","
            ","https://img.yts.mx/assets/images/movies/Colombiana_2011/medium-cover.jpg","Colombiana","2011","1hr51min","null","https://yts.mx/movies/colombiana-2011","April 25, 2022 at 03:56 PM","OTTO","159"
"","Action / Comedy / Drama / War","6.0","50746","David Michôd","
            ","https://img.yts.mx/assets/images/movies/war_machine_2017/medium-cover.jpg","War Machine","2017","2hr2min","null","https://yts.mx/movies/war-machine-2017","August 24, 2018 at 04:00 AM","FREEMAN","44"
"","Action / Drama / History / Thriller","6.2","25297","Toa Fraser","
            ","https://img.yts.mx/assets/images/movies/6_days_2017/medium-cover.jpg","6 Days","2017","1hr34min","null","https://yts.mx/movies/6-days-2017","October 04, 2017 at 06:56 PM","FREEMAN","149"
"","Drama / Thriller","5.7","579","Jeff Bleckner","
            ","https://img.yts.mx/assets/images/movies/blackout_effect_1998/medium-cover.jpg","Blackout Effect","1998","1hr28min","null","https://yts.mx/movies/blackout-effect-1998","July 10, 2022 at 05:45 PM","FREEMAN","4"
"","Action / Crime / Drama / Thriller","6.5","3194","Lok Man Leung","
            ","https://img.yts.mx/assets/images/movies/cold_war_ii_2016/medium-cover.jpg","Cold War 2","2016 ","1hr49min","null","https://yts.mx/movies/cold-war-2-2016","August 30, 2020 at 03:09 PM","FREEMAN","5"
"","Action / Comedy / Crime / Romance","8.0","57023","Emir Kusturica","
            ","https://img.yts.mx/assets/images/movies/black_cat_white_cat_1998/medium-cover.jpg","Black Cat, White Cat","1998 ","2hr9min","null","https://yts.mx/movies/black-cat-white-cat-1998","May 04, 2024 at 11:51 AM","FREEMAN","20"
"","Action / Biography / Comedy / Drama","7.8","186468","Tim Burton","
            ","https://img.yts.mx/assets/images/movies/Ed_Wood_1994/medium-cover.jpg","Ed Wood","1994","2hr7min","null","https://yts.mx/movies/ed-wood-1994","February 05, 2014 at 12:35 AM","OTTO","50"
"","Action / Horror","4.9","4755","David Amito","
            ","https://img.yts.mx/assets/images/movies/antrum_the_deadliest_film_ever_made_2018/medium-cover.jpg","Antrum: The Deadliest Film Ever Made","2018","1hr34min","null","https://yts.mx/movies/antrum-the-deadliest-film-ever-made-2018","March 03, 2021 at 01:44 PM","FREEMAN","12"
"","Action / Drama / Romance","3.3","101270","Tomasz Mandes","
            ","https://img.yts.mx/assets/images/movies/365_days_2020/medium-cover.jpg","365 Days","2020 ","1hr53min","null","https://yts.mx/movies/365-days-2020","April 02, 2020 at 12:23 AM","FREEMAN","219"
"","Action / Adventure / Animation / Comedy / Family / Fantasy","6.3","107457","Fergal Reilly","
            ","https://img.yts.mx/assets/images/movies/angry_birds_2016/medium-cover.jpg","The Angry Birds Movie","2016","1hr37min","null","https://yts.mx/movies/the-angry-birds-movie-2016","September 15, 2024 at 07:27 AM","FREEMAN","447"
"","Action / Horror / Thriller","5.4","10800","Brian Yuzna","
            ","https://img.yts.mx/assets/images/movies/the_dentist_1996/medium-cover.jpg","The Dentist","1996","1hr33min","null","https://yts.mx/movies/the-dentist-1996","March 28, 2022 at 07:01 PM","FREEMAN","24"
"","Action / Crime / Drama / Mystery / Thriller / Western","7.7","288332","Taylor Sheridan","
            ","https://img.yts.mx/assets/images/movies/wind_river_2017/medium-cover.jpg","Wind River","2017","1hr47min","100+","https://yts.mx/movies/wind-river-2017","October 15, 2024 at 08:11 AM","FREEMAN","565"
"","Action / Drama / Romance","8.1","349291","Richard Linklater","
            ","https://img.yts.mx/assets/images/movies/before_sunrise_1995/medium-cover.jpg","Before Sunrise","1995","1hr41min","100+","https://yts.mx/movies/before-sunrise-1995","January 11, 2019 at 01:21 AM","FREEMAN","144"
"","Action / Comedy","5.6","19048","Bille Woodruff","
            ","https://img.yts.mx/assets/images/movies/beauty_shop_2005/medium-cover.jpg","Beauty Shop","2005","1hr45min","null","https://yts.mx/movies/beauty-shop-2005","October 12, 2019 at 07:49 AM","FREEMAN","30"
"","Action / Adventure / Crime / Drama / Mystery / Thriller","6.5","114182","Florent-Emilio Siri","
            ","https://img.yts.mx/assets/images/movies/Hostage_2005/medium-cover.jpg","Hostage","2005","1hr53min","null","https://yts.mx/movies/hostage-2005","April 23, 2022 at 02:34 PM","OTTO","56"
"","Action / Drama / Music / Romance","7.6","10973","Claude Sautet","
            ","https://img.yts.mx/assets/images/movies/un_coeur_en_hiver_1992/medium-cover.jpg","A Heart in Winter","1992 ","1hr44min","null","https://yts.mx/movies/a-heart-in-winter-1992","January 24, 2021 at 01:25 AM","FREEMAN","12"
"","Action / Thriller","4.4","162","David DeCoteau","
            ","https://img.yts.mx/assets/images/movies/killer_design_2022/medium-cover.jpg","Killer Design","2022","1hr25min","null","https://yts.mx/movies/killer-design-2022","November 27, 2022 at 01:44 AM","FREEMAN","4"
"","Action / Drama / Mystery / Thriller","4.7","218","Michelle Ouellet","
            ","https://img.yts.mx/assets/images/movies/evil_stepmom_2021/medium-cover.jpg","Evil Stepmom","2021","1hr25min","null","https://yts.mx/movies/evil-stepmom-2021","October 05, 2021 at 12:40 PM","FREEMAN","2"
"","Action / Horror / Sci-Fi / Thriller","6.6","261857","Daniel Espinosa","
            ","https://img.yts.mx/assets/images/movies/life_2017/medium-cover.jpg","Life","2017","1hr44min","null","https://yts.mx/movies/life-2017","August 02, 2023 at 02:52 AM","FREEMAN","534"
"","Action / Crime / Mystery / Thriller","6.4","22566","Jeremy Rush","
            ","https://img.yts.mx/assets/images/movies/wheelman_2017/medium-cover.jpg","Wheelman","2017","1hr22min","null","https://yts.mx/movies/wheelman-2017","February 02, 2018 at 04:01 PM","FREEMAN","82"
"","Action / Drama / Thriller / War","6.2","32191","Doug Liman","
            ","https://img.yts.mx/assets/images/movies/the_wall_2017/medium-cover.jpg","The Wall","2017","1hr28min","null","https://yts.mx/movies/the-wall-2017","August 06, 2017 at 08:23 PM","FREEMAN","178"
"","Action / Crime / Mystery / Thriller","6.6","5213","Lok Man Leung","
            ","https://img.yts.mx/assets/images/movies/cold_war_2012/medium-cover.jpg","Cold War","2012 ","1hr41min","null","https://yts.mx/movies/cold-war-2012","June 07, 2020 at 02:46 AM","FREEMAN","14"
"","Action / Crime / Thriller","6.3","4155","Herman Yau","
            ","https://img.yts.mx/assets/images/movies/shock_wave_2017/medium-cover.jpg","Shock Wave","2017 ","1hr59min","null","https://yts.mx/movies/shock-wave-2017","September 21, 2017 at 10:40 PM","FREEMAN","91"
"","Action / Comedy / Crime / Drama / Fantasy","8.1","33116","Emir Kusturica","
            ","https://img.yts.mx/assets/images/movies/time_of_the_gypsies_1988/medium-cover.jpg","Time of the Gypsies","1988 ","2hr22min","null","https://yts.mx/movies/time-of-the-gypsies-1988","October 10, 2020 at 06:38 AM","FREEMAN","19"
"","Documentary","6.0","29","Kim Webby","
            ","https://img.yts.mx/assets/images/movies/the_price_of_peace_2015/medium-cover.jpg","The Price of Peace","2015","1hr22min","null","https://yts.mx/movies/the-price-of-peace-2015","November 01, 2022 at 04:08 AM","FREEMAN","4"
"","Comedy / Drama","5.5","2367","Michael Walker","
            ","https://img.yts.mx/assets/images/movies/price_check_2012/medium-cover.jpg","Price Check","2012","1hr32min","null","https://yts.mx/movies/price-check-2012","July 24, 2022 at 07:49 PM","FREEMAN","1"
"","Action / Adventure / Animation / Comedy / Family","6.4","36956","Thurop Van Orman","
            ","https://img.yts.mx/assets/images/movies/the_angry_birds_movie_2_2019/medium-cover.jpg","The Angry Birds Movie 2","2019","1hr37min","null","https://yts.mx/movies/the-angry-birds-movie-2-2019","October 25, 2019 at 09:59 AM","FREEMAN","309"
"","Action / Horror / Thriller","4.8","4466","Brian Yuzna","
            ","https://img.yts.mx/assets/images/movies/the_dentist_2_1998/medium-cover.jpg","The Dentist 2","1998","1hr38min","null","https://yts.mx/movies/the-dentist-2-1998","May 05, 2021 at 07:57 PM","FREEMAN","7"
"","Biography / Documentary / Sport","7.2","1762","Jeffrey Radice","
            ","https://img.yts.mx/assets/images/movies/no_no_a_dockumentary_2014/medium-cover.jpg","No No: A Dockumentary","2014","1hr40min","null","https://yts.mx/movies/no-no-a-dockumentary-2014","June 19, 2021 at 08:07 PM","FREEMAN","1"
"","Action / Drama / Family / Romance / Sci-Fi","6.6","736","Léo Karmann","
            ","https://img.yts.mx/assets/images/movies/simons_got_a_gift_2019/medium-cover.jpg","Simon's Got a Gift","2019 ","1hr43min","null","https://yts.mx/movies/simons-got-a-gift-2019","July 04, 2022 at 02:52 AM","FREEMAN","3"
"","Action / Drama / Romance","7.9","175682","Richard Linklater","
            ","https://img.yts.mx/assets/images/movies/Before_Midnight_2013/medium-cover.jpg","Before Midnight","2013","1hr49min","100+","https://yts.mx/movies/before-midnight-2013","October 04, 2013 at 11:41 PM","OTTO","146"
"","Action / Crime / Drama","5.8","2496","Brad Furman","
            ","https://img.yts.mx/assets/images/movies/the_take_2007/medium-cover.jpg","The Take","2007","1hr39min","null","https://yts.mx/movies/the-take-2007","February 24, 2020 at 08:11 PM","FREEMAN","9"
"","Action / Crime / Drama / Thriller / Western","7.6","258619","David Mackenzie","
            ","https://img.yts.mx/assets/images/movies/hell_or_high_water_2016/medium-cover.jpg","Hell or High Water","2016","1hr42min","null","https://yts.mx/movies/hell-or-high-water-2016","July 31, 2023 at 04:20 PM","FREEMAN","386"
"","Action / Animation / Comedy / Drama / Fantasy / Horror","4.8","1966","Flying Lotus","
            ","https://img.yts.mx/assets/images/movies/kuso_2017/medium-cover.jpg","Kuso","2017","1hr34min","null","https://yts.mx/movies/kuso-2017","June 09, 2019 at 06:52 PM","FREEMAN","9"
"","Action / Comedy / Fantasy / Horror","5.1","9675","Lucky McKee","
            ","https://img.yts.mx/assets/images/movies/All_Cheerleaders_Die_2013/medium-cover.jpg","All Cheerleaders Die","2013","1hr29min","null","https://yts.mx/movies/all-cheerleaders-die-2013","July 19, 2014 at 05:05 AM","OTTO","21"
"","Action / Adventure / Crime / Drama / Mystery / Sci-Fi / Thriller","6.3","230875","Rupert Sanders","
            ","https://img.yts.mx/assets/images/movies/ghost_in_the_shell_2017/medium-cover.jpg","Ghost in the Shell","2017","1hr47min","100+","https://yts.mx/movies/ghost-in-the-shell-2017","July 09, 2024 at 10:15 AM","FREEMAN","691"
"","Comedy / Drama","5.6","451","Philippe de Chauveron","
            ","https://img.yts.mx/assets/images/movies/les_parasites_1999/medium-cover.jpg","Les parasites","1999 ","1hr31min","null","https://yts.mx/movies/les-parasites-1999","March 18, 2022 at 11:23 PM","FREEMAN","null"
"","Action / Biography / Drama / History / War","7.1","28474","Gabriela Cowperthwaite","
            ","https://img.yts.mx/assets/images/movies/megan_leavey_2017/medium-cover.jpg","Megan Leavey","2017","1hr56min","null","https://yts.mx/movies/megan-leavey-2017","August 24, 2017 at 07:02 AM","FREEMAN","188"
"","Action / Adventure / Drama / Fantasy / History / War","7.5","25683","John Woo","
            ","https://img.yts.mx/assets/images/movies/red_cliff_ii_2009/medium-cover.jpg","Red Cliff II","2009 ","2hr21min","null","https://yts.mx/movies/red-cliff-ii-2009","September 22, 2020 at 02:53 AM","FREEMAN","35"
"","Action / Crime / Thriller","6.6","2988","Herman Yau","
            ","https://img.yts.mx/assets/images/movies/shock_wave_2_2020/medium-cover.jpg","Shock Wave 2","2020 ","2hr0min","null","https://yts.mx/movies/shock-wave-2-2020","June 05, 2021 at 06:23 PM","FREEMAN","27"
"","Action / Drama","8.3","178920","Vittorio De Sica","
            ","https://img.yts.mx/assets/images/movies/bicycle_thieves_1948/medium-cover.jpg","Bicycle Thieves","1948 ","1hr29min","null","https://yts.mx/movies/bicycle-thieves-1948","May 07, 2018 at 11:35 PM","FREEMAN","51"
"","Action / Adventure / Crime / Drama / Horror / Thriller","6.7","131212","Brad Anderson","
            ","https://img.yts.mx/assets/images/movies/The_Call_2013/medium-cover.jpg","The Call","2013","1hr34min","null","https://yts.mx/movies/the-call-2013","June 13, 2013 at 06:05 PM","OTTO","113"
